row,code,code_norm,price_usd,category_guess,suggested_name,image_file,flag,short_description
87,DHI-VTH5321GW-W,VTH5321GWW,123.5294,Домофоны,Домофон Dahua DHI-VTH5321GW-W,DHI-VTH5321GW-W.png,ok,"Цифровой домофон с 7-дюймовым экраном на операционной системе Android. ОС Android 8.1. Более удобный пользовательский интерфейс. Ethernet и Wi-Fi. 7-дюймовый емкостной сенсорный дисплей TFT,1024x600. "
88,DHI-VTH5341G-W,VTH5341GW,158.8235,Домофоны,Видеодомофон Dahua DHI-VTH5341G-W,DHI-VTH5341G-W.png,ok,"Монитор видеодомофона IP 10-и дюймовый WiFi 2.4ГГц, черный 1024x600 разрешение, ёмкостной сенсорный экран; тревожные входы / выходы 8/1; LAN; поддержка micro-SD до 265Гб; Возможность просмотра IP виде"
89,DHI-VTO2101E-P-S2,VTO2101EPS2,80,Видеокамеры,Видеокамера Dahua DHI-VTO2101E-P-S2,DHI-VTO2101E-P-S2.jpeg,ok,"> Видеокамера 2 Мп, КМОП-матрица"
90,DHI-VTO2111D-P-S2,VTO2111DPS2,45.8824,Вызывные панели,Вызывная панель Dahua DHI-VTO2111D-P-S2,DHI-VTO2111D-P-S2.png,ok,"Вызывная панель с разрешением камеры 1мп и CMOS сенсором, WDR, угол обзора по горизонтали 107 градусов, черная, уровень защиты IP65.Поддержка режима ""Ночь"" и голосового оповещения. Групповые вызовы. В"
91,DHI-VTO2111D-P-S3,VTO2111DPS3,57.0588,Домофоны,Домофон Dahua DHI-VTO2111D-P-S3,DHI-VTO2111D-P-S3.jpeg,ok,IP-домофон Villa
92,DHI-VTO2311R-WP,VTO2311RWP,56.6588,Вызывные панели,Вызывная панель Dahua DHI-VTO2311R-WP,DHI-VTO2311R-WP.png,ok,"Вызывная WiFI панель с разрешением камеры 2мп и WDR, угол обзора по горизонтали 110°, уровень защиты IP65. Wi-Fi 802.11b/g/n; Mifare; Слот для SD карты до 256Гб. Удаленный доступ через мобильное прило"
93,DHI-VTO6221E-P,VTO6221EP,182.3529,Не определена,Устройство Dahua DHI-VTO6221E-P,DHI-VTO6221E-P.jpeg,ok,"2MP CMOS camera, H:140°. 2.3' OLED. Aluminum. Door released by card/password. SIP protocal. Тератек — официальный Золотой партнер Dahua в России. Покупая IP вызывные панели Dahua DHI-VTO6221E-P в ТЕРА"
94,DHI-VTO6222E-P,VTO6222EP,161.8824,Видеокамеры,Видеокамера Dahua DHI-VTO6222E-P,DHI-VTO6222E-P.png,ok,"> Очень прочный и элегантный, изготовлен из алюминиевой панели и имеет механическую клавиатуру."
95,DHI-ASI3213A-W,ASI3213AW,85.1176,Видеокамеры,Видеокамера Dahua DHI-ASI3213A-W,DHI-ASI3213A-W.png,ok,AI терминал доступа с распознаванием лиц c Wi-Fi
96,DHI-ASI6213S-PW,ASI6213SPW,151.7647,Дисплеи,Дисплей Dahua DHI-ASI6213S-PW,DHI-ASI6213S-PW.jpeg,ok,AI терминал учета рабочего времени и контроля доступа с распознаванием лиц и Wi-Fi.
97,DH-ASI7213S-W,ASI7213SW,263.5344,Дисплеи,Дисплей Dahua DH-ASI7213S-W,DH-ASI7213S-W.png,ok,AI терминал учета рабочего времени и контроля доступа с распознаванием лиц и Wi-Fi. В устройстве применяется алгоритм распознавания лиц глубокого обучения. Поддерживает открытие через распознавание ли
98,DHI-VTH8621KMS-WP,VTH8621KMSWP,118.3765,Домофоны,Домофон Dahua DHI-VTH8621KMS-WP,DHI-VTH8621KMS-WP.png,ok,Внутренний монитор с поддержкой IP и Wi-Fi
99,DHI-VTH8641KMS-WP,VTH8641KMSWP,160.7059,Домофоны,Домофон Dahua DHI-VTH8641KMS-WP,DHI-VTH8641KMS-WP.png,ok,Внутренний монитор с поддержкой IP и Wi-Fi
100,DHI-VTH2421FW,VTH2421FW,100.2659,Домофоны,Видеодомофон Dahua DHI-VTH2421FW,DHI-VTH2421FW.png,ok,Dahua VTH2421FW - это 7-дюймовым IP видеодомофон с разрешением дисплея 1024 на 600 пикселей. Управление осуществляется через сенсорный экран. Устройство оснащено встроенным микрофоном и динамиком для 
101,DHI-VTH5441G,VTH5441G,147.7176,Мониторы,Монитор Dahua DHI-VTH5441G,DHI-VTH5441G.png,ok,IP-монитор для помещений
102,DHI-VTH2611L-WP,VTH2611LWP,48.9529,Мониторы,Монитор Dahua DHI-VTH2611L-WP,DHI-VTH2611L-WP.png,ok,Внутренний IP- и Wi-Fi-монитор
103,DHI-KTH01,KTH01,94.1245,Домофоны,Видеодомофон Dahua DHI-KTH01,DHI-KTH01.png,ok,КОМПЛЕКТ видеодомофона
104,DHI-KTW02,KTW02,114.3294,Мониторы,Монитор Dahua DHI-KTW02,DHI-KTW02.png,ok,Дверная станция виллы с Wi-Fi и IP-монитор в помещении
105,DHI-NVD1205DH-4I-4K,NVD1205DH4I4K,2682.3529,Дисплеи,Дисплей Dahua DHI-NVD1205DH-4I-4K,DHI-NVD1205DH-4I-4K.png,ok,Сетевой видеодекодер Ultra-HD
106,DHI-NVD1505DH-4I-4K,NVD1505DH4I4K,2776.4706,Дисплеи,Дисплей Dahua DHI-NVD1505DH-4I-4K,DHI-NVD1505DH-4I-4K.png,ok,"> Стандартный корпус 2,5 U, элегантный внешний вид"
107,DHI-NVR1104HS-S3/H,NVR1104HSS3H,29.8824,Видеорегистраторы,Видеорегистратор Dahua DHI-NVR1104HS-S3/H,DHI-NVR1104HS-S3_H.jpeg,ok,— 4-канальный IP-видеорегистратор 4K и H.265+.
108,DHI-NVR1108HS-S3/H,NVR1108HSS3H,35.0588,Видеорегистраторы,Видеорегистратор Dahua DHI-NVR1108HS-S3/H,DHI-NVR1108HS-S3_H.png,ok,"8-канальный IP-видеорегистратор 4K и H.265+ Входящий поток до 80Мбит/с; сжатие: H.265+, H.265, H.264+, H.264, MJPEG; разрешение записи до 8Мп; накопители: 1 SATA III до 8Тбайт; воспроизведение: 4кн@10"
109,DHI-NVR2104HS-I2,NVR2104HSI2,68.5976,Видеорегистраторы,Видеорегистратор Dahua DHI-NVR2104HS-I2,DHI-NVR2104HS-I2.jpeg,ok,"4-канальный IP-видеорегистратор с PoE, 4K и H.265+, ИИ"
110,DHI-NVR2104-4KS3,NVR21044KS3,42.7059,Видеорегистраторы,Видеорегистратор Dahua DHI-NVR2104-4KS3,DHI-NVR2104-4KS3.png,ok,4-канальный интеллектуальный сетевой видеомагнитофон 1U 1HDD  Формат декодирования Smart H.265 + / H.265 / Smart H.264 + / H.264
111,DHI-NVR2108HS-I2,NVR2108HSI2,72.9412,Видеорегистраторы,Видеорегистратор Dahua DHI-NVR2108HS-I2,DHI-NVR2108HS-I2.jpeg,ok,"8-канальный IP-видеорегистратор с PoE, 4K, H.265+, ИИ"
112,DHI-NVR2108-4KS3,NVR21084KS3,45.6471,Видеорегистраторы,Видеорегистратор Dahua DHI-NVR2108-4KS3,DHI-NVR2108-4KS3.png,ok,8-канальный сетевой видеорегистратор Smart 1U 1HDD Lite
113,DHI-NVR2108-S3,NVR2108S3,49.5765,Видеокамеры,Видеокамера Dahua DHI-NVR2108-S3,DHI-NVR2108-S3.jpeg,ok,> Формат декодирования Smart H.265 +/H.265/ Smart H.264 +/ H.264
114,DHI-NVR2116-4KS3,NVR21164KS3,57.4118,Не определена,Устройство Dahua DHI-NVR2116-4KS3,DHI-NVR2116-4KS3.png,ok,"> Поддерживает форматы декодирования Smart H.265+, H.265, Smart H.264+, H.264 и MJPEG."
115,DHI-NVR2116-S3,NVR2116S3,61.1814,Видеорегистраторы,Видеорегистратор Dahua DHI-NVR2116-S3,DHI-NVR2116-S3.png,ok,Видеорегистратор IP 16 канальный 6Мп; Входящий поток на запись: до 80Мбит/с; Запись : разрешение до 12Мп; HDD: 1 SATA3 до 16Тб; декодирование: 1-кн 12MP@30 fps; 1-кн 8MP@30 fps; 2-кн 5MP@30 fps; 3-кн 
116,DHI-NVR4104-4KS2/L,NVR41044KS2L,46.1365,Видеорегистраторы,Видеорегистратор Dahua DHI-NVR4104-4KS2/L,DHI-NVR4104-4KS2_L.png,ok,"4-канальный IP-видеорегистратор 4K и H.265+ Входящий поток до 80Мбит/с; сжатие: H.265+, H.265, H.264+, H.264, MJPEG; разрешение записи до 8Мп; накопители: 1 SATA III до 10Тбайт; воспроизведение: 4кн@1"
117,DHI-NVR4104-4KS3,NVR41044KS3,49.6471,Видеорегистраторы,Видеорегистратор Dahua DHI-NVR4104-4KS3,DHI-NVR4104-4KS3.png,ok,4-канальный сетевой видеомагнитофон Smart 1U 1HDD Lite
118,DHI-NVR4108-4KS2/L,NVR41084KS2L,58.48,Видеорегистраторы,Видеорегистратор Dahua DHI-NVR4108-4KS2/L,DHI-NVR4108-4KS2_L.png,ok,8-канальный интеллектуальный сетевой видеомагнитофон 1U 1HDD
119,DHI-NVR4108-4KS3,NVR41084KS3,61.2118,Видеорегистраторы,Видеорегистратор Dahua DHI-NVR4108-4KS3,DHI-NVR4108-4KS3.png,ok,8-канальный сетевой видеомагнитофон Smart 1U 1HDD Lite
120,DHI-NVR4116-4KS2/L,NVR41164KS2L,73.7576,Видеорегистраторы,Видеорегистратор Dahua DHI-NVR4116-4KS2/L,DHI-NVR4116-4KS2_L.png,ok,"16-канальный IP-видеорегистратор 4K и H.265+ Входящий поток до 80Мбит/с; сжатие: H.265+, H.265, H.264+, H.264; разрешение записи до 8Мп; накопители: 1 SATA III до 6Тбайт; воспроизведение: 16кн@720p ви"
121,DHI-NVR4116-4KS3,NVR41164KS3,64.9412,Видеорегистраторы,Видеорегистратор Dahua DHI-NVR4116-4KS3,DHI-NVR4116-4KS3.png,ok,16-Канальный сетевой видеомагнитофон Smart 1U 1HDD Lite
122,DHI-NVR4216-4KS2/L,NVR42164KS2L,82.2565,Видеорегистраторы,Видеорегистратор Dahua DHI-NVR4216-4KS2/L,DHI-NVR4216-4KS2_L.jpeg,ok,"16-канальный IP-видеорегистратор 4K и H.265+ Входящий поток до 160Мбит/с; сжатие: H.265+, H.265, H.264+, H.264; разрешение записи до 8Мп; накопители: 2 SATA III до 10Тбайт; воспроизведение: 8кн@1080p "
123,DHI-NVR4232-EI,NVR4232EI,152.9788,Видеорегистраторы,Видеорегистратор Dahua DHI-NVR4232-EI,DHI-NVR4232-EI.png,ok,Сетевой видеорегистратор WizSense 32CH 1U 2HDD
124,DHI-NVR4232-4KS3,NVR42324KS3,130.2353,Видеорегистраторы,Видеорегистратор Dahua DHI-NVR4232-4KS3,DHI-NVR4232-4KS3.png,ok,"32-канальный IP-видеорегистратор 4K и H.265+. Входящий поток до 160Мбит/с; сжатие: Н.265+/H.265+, H.265, H.264+, H.264+/H.264; разрешение записи до 12Мп; накопители: 2 SATA III до 20Тбайт; воспроизвед"
125,DHI-NVR4216-4KS3,NVR42164KS3,90.8235,Видеорегистраторы,Видеорегистратор Dahua DHI-NVR4216-4KS3,DHI-NVR4216-4KS3.png,ok,16-Канальный Сетевой Видеомагнитофон 1U 2HDDs Lite
126,DHI-NVR4432-EI,NVR4432EI,277.6282,Видеорегистраторы,Видеорегистратор Dahua DHI-NVR4432-EI,DHI-NVR4432-EI.png,ok,Видеорегистратор IP 32-х канальный с ИИ с PoE
127,DHI-NVR4832-EI,NVR4832EI,426.9647,Видеорегистраторы,Видеорегистратор Dahua DHI-NVR4832-EI,DHI-NVR4832-EI.png,ok,Видеорегистратор IP 32-х канальный с ИИ
128,DHI-NVR5232-EI,NVR5232EI,235.2353,Видеорегистраторы,Видеорегистратор Dahua DHI-NVR5232-EI,DHI-NVR5232-EI.jpeg,ok,"32-канальный IP-видеорегистратор 4K, H.265+ и ИИ"
129,DHI-NVR5432-EI,NVR5432EI,470,Видеорегистраторы,Видеорегистратор Dahua DHI-NVR5432-EI,DHI-NVR5432-EI.jpeg,ok,"32-канальный IP-видеорегистратор 4K, H.265+ и ИИ Входящий поток до 384Мбит/с; сжатие: H.265+, H.265, H.264+, H.264, MJPEG; разрешение записи до 32Мп; накопители: 4 SATA III до 16Тбайт; воспроизведение"
130,DHI-NVR5464-EI,NVR5464EI,446.9976,Видеорегистраторы,Видеорегистратор Dahua DHI-NVR5464-EI,DHI-NVR5464-EI.png,ok,"64-канальный IP-видеорегистратор 4K, H.265+ и ИИ. Входящий поток до 384Мбит/с; сжатие: H.265+, H.265, H.264+, H.264, MJPEG; разрешение записи до 32Мп; накопители: 4 SATA III до 16Тбайт; RAID 0/1/5/6/1"
131,DHI-NVR5464-EI2,NVR5464EI2,564.7,Не определена,Устройство Dahua DHI-NVR5464-EI2,DHI-NVR5464-EI2.png,ok,"> Поддерживает форматы декодирования Smart H.265+, H.265, Smart H.264+, H.264 и MJPEG."
132,DHI-NVR5832-EI,NVR5832EI,507.9059,Видеорегистраторы,Видеорегистратор Dahua DHI-NVR5832-EI,DHI-NVR5832-EI.png,ok,Видеорегистратор IP 32-х канальный с ИИ
133,DHI-NVR5864-EI,NVR5864EI,623.5506,Видеорегистраторы,Видеорегистратор Dahua DHI-NVR5864-EI,DHI-NVR5864-EI.jpeg,ok,"64-канальный IP-видеорегистратор 4K, H.265+ и ИИ Входящий поток до 384Мбит/с; сжатие: H.265+, H.265, H.264+, H.264, MJPEG; разрешение записи до 32Мп; накопители: 8 SATA III до 16Тбайт; RAID 0/1/5/6/10"
134,DHI-NVR5864-EI2,NVR5864EI2,823.5,Не определена,Устройство Dahua DHI-NVR5864-EI2,DHI-NVR5864-EI2.png,ok,"> Поддерживает форматы декодирования Smart H.265+, H.265, Smart H.264+, H.264 и MJPEG."
135,DHI-NVR616H-128-XI,NVR616H128XI,1764.7059,Видеорегистраторы,Видеорегистратор Dahua DHI-NVR616H-128-XI,DHI-NVR616H-128-XI.png,ok,"Сетевой видеорегистратор WizMind 128 каналов, 3U, 16 жестких дисков"
136,DH-SF1008L,SF1008L,7,Сетевое оборудование,Коммутатор Dahua DH-SF1008L,DH-SF1008L.png,ok,8-портовый неуправляемый коммутатор Ethernet
137,DH-PFS3005-5ET-L,PFS30055ETL,3.5412,Сетевое оборудование,Коммутатор Dahua DH-PFS3005-5ET-L,DH-PFS3005-5ET-L.jpeg,ok,> Компактная конструкция. Миниатюрный размер и легкий вес обеспечивают простоту коммутатора в эксплуатации
138,DH-PFS3005-5GT-L,PFS30055GTL,7.0824,Сетевое оборудование,Коммутатор Dahua DH-PFS3005-5GT-L,DH-PFS3005-5GT-L.png,ok,"Сетевое оборудование, модемы\Коммутаторы, Беспроводное оборудование, Медиа конвертеры, Принт-серверы\DAHUA - Коммутаторы"
139,DH-CS4006-4ET2GT-36,CS40064ET2GT36,25.5976,Сетевое оборудование,Коммутатор Dahua DH-CS4006-4ET2GT-36,DH-CS4006-4ET2GT-36.png,ok,6-портовый облачный управляемый настольный коммутатор с 4 портами PoE
140,DH-PFS3008-8ET-L,PFS30088ETL,5.8682,Сетевое оборудование,Коммутатор Dahua DH-PFS3008-8ET-L,DH-PFS3008-8ET-L.jpeg,ok,> Поддерживает восемь адаптивных портов 10/100 Мбит/с.
141,DH-PFS3008-8GT-L,PFS30088GTL,9.4094,Сетевое оборудование,Коммутатор Dahua DH-PFS3008-8GT-L,DH-PFS3008-8GT-L.jpeg,ok,"Сетевое оборудование, модемы\Коммутаторы, Беспроводное оборудование, Медиа конвертеры, Принт-серверы\DAHUA - Коммутаторы"
142,DH-PFS3010-8ET-65,PFS30108ET65,33.8941,Сетевое оборудование,Коммутатор Dahua DH-PFS3010-8ET-65,DH-PFS3010-8ET-65.jpeg,ok,"8-портовый неуправляемый коммутатор с РоЕ Порты: 8 RJ45 10/100Мбит/с (PoE/PoE+), 2 RJ45 10/100Мбит/с (uplink); мощность PoE: порты 1~8 до 30Вт, суммарно до 65Вт; питание: 100~240В(AC)"
143,DH-PFS3218-16ET-135,PFS321816ET135,108.2094,Сетевое оборудование,Коммутатор Dahua DH-PFS3218-16ET-135,DH-PFS3218-16ET-135.png,ok,"16-портовый неуправляемый коммутатор с РоЕ Порты: 16 RJ45 10/100Мбит/с (PoE/PoE+), 2 комбинированных SFP/RJ45 10/100/1000Мбит/с (uplink); мощность PoE: порты 1~2 до 60Вт, порты 3~16 до 30Вт, суммарно "
144,DH-PFS3226-24ET-240,PFS322624ET240,131.7647,Сетевое оборудование,Коммутатор Dahua DH-PFS3226-24ET-240,DH-PFS3226-24ET-240.jpeg,multi,"24-портовый неуправляемый коммутатор с РоЕ Порты: 24 RJ45 10/100Мбит/с (PoE/PoE+), 2 комбинированных SFP/RJ45 10/100/1000Мбит/с (uplink); мощность PoE: порты 1~2 до 60Вт, порты 3~24 до 30Вт, суммарно "
145,DH-PFS3009-8ET-65,PFS30098ET65,32.3765,Сетевое оборудование,Коммутатор Dahua DH-PFS3009-8ET-65,DH-PFS3009-8ET-65.png,ok,8-портовый коммутатор PoE (неуправляемый)
146,DH-PFS3110-8ET-96,PFS31108ET96,72.9412,Сетевое оборудование,Коммутатор Dahua DH-PFS3110-8ET-96,DH-PFS3110-8ET-96.png,ok,10-портовый неуправляемый настольный коммутатор с 8-портовым PoE
147,DH-CS4010-8ET-60,CS40108ET60,37.6471,Сетевое оборудование,Коммутатор Dahua DH-CS4010-8ET-60,DH-CS4010-8ET-60.png,ok,8-портовый настольный 100-мегабитный коммутатор с облачным управлением и PoE
148,DH-CS4010-8ET2GT-60,CS40108ET2GT60,35.2941,Мониторы,Монитор Dahua DH-CS4010-8ET2GT-60,DH-CS4010-8ET2GT-60.png,ok,10-портовый облачный управляемый настольный коммутатор с 8 портами PoE
149,DH-S3006-4ET-36,S30064ET36,15.8824,Сетевое оборудование,Коммутатор Dahua DH-S3006-4ET-36,DH-S3006-4ET-36.jpeg,ok,Поддержка четырех портов питания PoE 10/100M и двух портов восходящей связи 10/100M
150,DH-S3010-8ET2ET-60,S30108ET2ET60,22.3529,Сетевое оборудование,Коммутатор Dahua DH-S3010-8ET2ET-60,DH-S3010-8ET2ET-60.png,ok,Количество портов: 8x Fast Ethernet PoE (10/100 Мбит/с) + 2x Fast Ethernet uplink
151,DH-XVR1B04H-I,XVR1B04HI,32.2753,Видеорегистраторы,Видеорегистратор Dahua DH-XVR1B04H-I,DH-XVR1B04H-I.png,ok,4-Канальный Цифровой Видеомагнитофон Penta-brid 5M-N/1080p Cooper 1U 1HDD WizSense
152,DH-XVR1B04-I,XVR1B04I,29.3412,Видеорегистраторы,Видеорегистратор Dahua DH-XVR1B04-I,DH-XVR1B04-I.png,ok,Цифровой видеомагнитофон Penta-brid с 4 каналами 1080N / 720P Cooper 1U 1HDD
153,DH-XVR1B04-I/T,XVR1B04IT,25.5882,Видеокамеры,Видеокамера Dahua DH-XVR1B04-I/T,DH-XVR1B04-I_T.png,ok,"> *Версия, совместимая с облаком Dolynk: DMSS V2.0.1 и выше, Dolynk Care V2.5.1 и выше."
154,DH-XVR1B08H-I,XVR1B08HI,52.9412,Видеорегистраторы,Видеорегистратор Dahua DH-XVR1B08H-I,DH-XVR1B08H-I.jpeg,ok,"8-канальный HDCVI-видеорегистратор c SMD Формат видеосигнала: HDCVI, AHD, TVI, IP, CVBS; отображение: до 5Мп; запись: до 5M-N@10к/с, 1080P@15к/с, 1080N@25к/с; кодирование: AI-Coding, H.265+, H.265, H."
155,DH-XVR1B08-I/T,XVR1B08IT,39.4588,Видеокамеры,Видеокамера Dahua DH-XVR1B08-I/T,DH-XVR1B08-I_T.png,ok,"> *Версия, совместимая с облаком Dolynk: DMSS V2.0.1 и выше, Dolynk Care V2.5.1 и выше."
156,DH-XVR1B08-I,XVR1B08I,34.9059,Видеорегистраторы,Видеорегистратор Dahua DH-XVR1B08-I,DH-XVR1B08-I.jpeg,ok,"8-канальный HDCVI-видеорегистратор c SMD Формат видеосигнала: HDCVI, AHD, TVI, IP, CVBS; отображение: до 1080p; запись: 1кн до 1080N@25к/с, 2-8кн 1080N@15к/с ; кодирование: AI-Coding, H.265+, H.265, H"
157,DH-XVR1B16-I,XVR1B16I,59.8965,Видеорегистраторы,Видеорегистратор Dahua DH-XVR1B16-I,DH-XVR1B16-I.jpeg,ok,"16-канальный HDCVI-видеорегистратор c SMD Формат видеосигнала: HDCVI, AHD, TVI, IP, CVBS; отображение: до 1080p; запись: 1кн до 1080N@25к/с, 2-16кн 1080N@15к/с ; кодирование: AI-Coding, H.265+, H.265,"
158,DH-XVR1B16-I/T,XVR1B16IT,59.8965,Видеорегистраторы,Видеорегистратор Dahua DH-XVR1B16-I/T,DH-XVR1B16-I_T.jpeg,ok,"16-канальный HDCVI-видеорегистратор c SMD Формат видеосигнала: HDCVI, AHD, TVI, IP, CVBS; отображение: до 1080p; запись: 1кн до 1080N@25к/с, 2-16кн 1080N@15к/с ; кодирование: AI-Coding, H.265+, H.265,"
159,DH-XVR5116HS-I3,XVR5116HSI3,118,Видеорегистраторы,Видеорегистратор Dahua DH-XVR5116HS-I3,DH-XVR5116HS-I3.jpeg,ok,"16-канальный HDCVI-видеорегистратор с FR Формат видеосигнала: HDCVI, AHD, TVI, IP, CVBS; отображение: до 5Мп; запись: до 5M-N@10к/с, 1080N@25к/с; кодирование: AI/H.265+, H.265, H.264+, H.264; IP-канал"
160,DH-XVR5232AN-I3,XVR5232ANI3,202.3529,Видеорегистраторы,Видеорегистратор Dahua DH-XVR5232AN-I3,DH-XVR5232AN-I3.jpeg,ok,"32-канальный HDCVI-видеорегистратор с FR Формат видеосигнала: HDCVI, AHD, TVI, IP, CVBS; отображение: до 5Мп; запись: до 5M-N@10к/с, 1080N@25к/с; кодирование: AI/H.265+, H.265, H.264+, H.264; IP-канал"
161,DH-XVR5104C-I3,XVR5104CI3,41.4824,Видеорегистраторы,Видеорегистратор Dahua DH-XVR5104C-I3,DH-XVR5104C-I3.jpeg,nearest,4-канальный пентабридный 5-мегапиксельный интеллектуальный цифровой видеорегистратор Value/1080P 1U 1HDD WizSense
162,DH-XVR5108C-I3,XVR5108CI3,58.6824,Видеорегистраторы,Видеорегистратор Dahua DH-XVR5108C-I3,DH-XVR5108C-I3.png,ok,8-канальный пентабридный 5-мегапиксельный интеллектуальный цифровой видеорегистратор WizSense Value/1080P 1U 1SSD 1 ТБ
163,DH-CS4218-16ET-135,CS421816ET135,114.3294,Сетевое оборудование,Коммутатор Dahua DH-CS4218-16ET-135,DH-CS4218-16ET-135.png,ok,18-портовый облачный управляемый настольный коммутатор с 16-портовым PoE
164,DH-CS4218-16ET-190,CS421816ET190,117.6682,Сетевое оборудование,Коммутатор Dahua DH-CS4218-16ET-190,DH-CS4218-16ET-190.png,multi,18-портовый облачный управляемый настольный коммутатор с 16-портовым PoE
165,DH-CS4218-16ET-240,CS421816ET240,129.5059,Мониторы,Монитор Dahua DH-CS4218-16ET-240,DH-CS4218-16ET-240.png,ok,18-портовый облачный управляемый настольный коммутатор с 16-портовым PoE
166,DH-CS4220-16GT-190,CS422016GT190,164.7153,Не определена,Устройство Dahua DH-CS4220-16GT-190,DH-CS4220-16GT-190.png,ok,"> Соответствует требованиям стандартов IEEE802.3, IEEE802.3u, IEEE802.3x, IEEE802.3ab, IEEE802.3z."
167,DH-CS4226-24ET-240,CS422624ET240,147.1106,Сетевое оборудование,Коммутатор Dahua DH-CS4226-24ET-240,DH-CS4226-24ET-240.png,ok,26-портовый облачный управляемый настольный коммутатор с 24-портовым PoE
168,DH-CS4226-24ET-375,CS422624ET375,161.1741,Сетевое оборудование,Коммутатор Dahua DH-CS4226-24ET-375,DH-CS4226-24ET-375.png,multi,26-портовый облачный управляемый настольный коммутатор с 24-портовым PoE
169,DH-CS4228-24GT-240,CS422824GT240,211.7647,Сетевое оборудование,Коммутатор Dahua DH-CS4228-24GT-240,DH-CS4228-24GT-240.png,ok,28-портовый облачный управляемый настольный гигабитный коммутатор с 24-портовым PoE
170,DHI-ASC2202B-D,ASC2202BD,52.9412,Детекторы и датчики,Датчик Dahua DHI-ASC2202B-D,DHI-ASC2202B-D.jpeg,ok,Контроллер на 2 двери (2-сторонний доступ) > Поддержка TCP/IP > Протоколы связи: RS-485 и Wiegand (W26 и W34) > Ёмкость: 100 000 пользователей. До 500 000 записей о считывании карт > Поддержка блокиро
171,DHI-ASM100,ASM100,30.3529,Не определена,Устройство Dahua DHI-ASM100,DHI-ASM100.png,ok,"USB устройство для выпуска карт стандарта Mifare, частота 13.56 МГц. Дальность считывания 3-8 см. Когда карта успешно выдана, включаются светодиодная индикация и звучит сигнал зуммера. Модель коммутир"
172,DHI-ASR1200E,ASR1200E,10.6,СКУД,Считыватель Dahua DHI-ASR1200E,DHI-ASR1200E.jpeg,ok,"Водонепроницаемый RFID-считыватель > Wiegand34 (26 дополнительных) бит протокола RS-485 > 13,56 МГц (Mifare) > 125 кГц (EM-ID) > Водонепроницаемый дизайн > Красный, синий и зеленый светодиодные индика"
173,DHI-ASI1201M-ME,ASI1201MME,60.4024,Серверы и ПО,Платформа Dahua DHI-ASI1201M-ME,DHI-ASI1201M-ME.png,ok,"> Передняя часть корпуса изготовлена из цинкового сплава, а задняя — из пластика."
174,DHI-ASR2100H,ASR2100H,10.1176,Сетевое оборудование,Коммутатор Dahua DHI-ASR2100H,DHI-ASR2100H.png,multi,> Считывание карты для открытия двери
175,DHI-ASI2212J,ASI2212J,55.2424,Дисплеи,Дисплей Dahua DHI-ASI2212J,DHI-ASI2212J.png,ok,"> 2,4-дюймовый TFT-дисплей с разрешением 240 × 320."
176,DH-P4F-PV-4G,P4FPV4G,76,Мониторы,Монитор Dahua DH-P4F-PV-4G,DH-P4F-PV-4G.jpeg,nearest,4-мегапиксельная уличная сетевая камера Wizcolor с фиксированным фокусом и функцией панорамирования и наклона 4G
177,DH-P3AE-PV-4G,P3AEPV4G,47.5294,Видеокамеры,Видеокамера Dahua DH-P3AE-PV-4G,DH-P3AE-PV-4G.jpeg,ok,3-мегапиксельная сетевая камера 4G с фиксированным фокусным расстоянием и функцией панорамирования и наклона
178,DH-P3AS-PV,P3ASPV,47.0471,Видеокамеры,Видеокамера Dahua DH-P3AS-PV,DH-P3AS-PV.png,ok,3-мегапиксельная уличная сетевая Wi-Fi-камера с фиксированным фокусом и функцией панорамирования и наклона
179,P3D-3F-PV-4G,P3D3FPV4G,75,Видеокамеры,Видеокамера Dahua P3D-3F-PV-4G,P3D-3F-PV-4G.png,ok,3+3 МП наружная двухобъективная панорамная и наклонная 4G-камера
180,DH-P5AE-PV-4G,P5AEPV4G,55.2941,Видеокамеры,Видеокамера Dahua DH-P5AE-PV-4G,DH-P5AE-PV-4G.png,ok,5-мегапиксельная сетевая камера 4G с фиксированным фокусным расстоянием и функцией панорамирования и наклона
181,DH-P5AE-PV,P5AEPV,50.0824,Видеокамеры,Видеокамера Dahua DH-P5AE-PV,DH-P5AE-PV.png,ok,"Серия компактных PT-видеокамер Active Defense задает новые стандарты эффективности. После обнаружения проникновения в охраняемую зону видеокамера включает звуковую и световую сигнализацию, а затем мгн"
182,DH-H2A,H2A,30.3529,Аудио,Микрофон Dahua DH-H2A,DH-H2A.png,ok,"> 2 Мп, КМОП-матрица 1/3.2"", высокая чувствительность, высокое разрешение"
183,DH-F4C-LED,F4CLED,48.5647,Объективы,Объектив Dahua DH-F4C-LED,DH-F4C-LED.png,ok,"> 4 Мп, КМОП-матрица 1/3"", высокая чувствительность, высокое разрешение"
184,DH-T2A-PV,T2APV,47.5529,Объективы,Объектив Dahua DH-T2A-PV,DH-T2A-PV.png,ok,"> 2 Мп, КМОП-матрица 1/3"", высокая чувствительность, высокое разрешение"
185,DH-P3AE-PV,P3AEPV,43.5059,Не определена,Устройство Dahua DH-P3AE-PV,DH-P3AE-PV.png,ok,"Серия небольших PT-камер Active Defense поднимает планку производительности. После обнаружения вторжения он срабатывает звуковую и световую сигнализацию, а затем"
